CIP_CODE|CIP_COURSE|CIP_SHORT|SHORT_COURSE|PERKINS|CIP1999|PERKINS_PROGRAM|PERKINS_SECTION|NON_TRAD|UCAT_APPROVED|CIPTitle_2010
090701|Radio and Television|09|COMMUNICATION, JOURNALISM AND RELATED PROGRAMS|NULL|090701|NULL|NULL|NULL|NULL|Radio and Television.
090702|Digital Communication and Media/Multimedia|09|COMMUNICATION, JOURNALISM AND RELATED PROGRAMS|Y|NEW|COMMUNICATION, JOURNALISM AND RELATED PROGRAMS|ARTS AND COMM. SERVICE|NULL|NULL|Digital Communication and Media/Multimedia.
090799|Radio, Television, and Digital Comm, Other|09|COMMUNICATION, JOURNALISM AND RELATED PROGRAMS|NULL|NEW|NULL|NULL|NULL|NULL|Radio, Television, and Digital Communication, Other.
090900|Public Relations, Adv, and Applied Comm, Other|09|COMMUNICATION, JOURNALISM AND RELATED PROGRAMS|NULL|NEW|NULL|NULL|NULL|NULL|Public Relations, Advertising, and Applied Communication.
090901|Organizational Communication, General|09|COMMUNICATION, JOURNALISM AND RELATED PROGRAMS|NULL|NEW|NULL|NULL|NULL|NULL|Organizational Communication, General.
090902|Public Relations/Image Management|09|COMMUNICATION, JOURNALISM AND RELATED PROGRAMS|NULL|090501|NULL|NULL|NULL|NULL|Public Relations/Image Management.
090903|Advertising|09|COMMUNICATION, JOURNALISM AND RELATED PROGRAMS|NULL|090201|NULL|NULL|NULL|NULL|Advertising.
090904|Political Communication|09|COMMUNICATION, JOURNALISM AND RELATED PROGRAMS|NULL|NEW|NULL|NULL|NULL|NULL|Political Communication.
090905|Health Communication|09|COMMUNICATION, JOURNALISM AND RELATED PROGRAMS|NULL|NEW|NULL|NULL|NULL|NULL|Health Communication.
090999|Public Relations, Adv, and Applied Comm, Other|09|COMMUNICATION, JOURNALISM AND RELATED PROGRAMS|NULL|NEW|NULL|NULL|NULL|NULL|Public Relations, Advertising, and Applied Communication, Other
091000|Publishing|09|COMMUNICATION, JOURNALISM AND RELATED PROGRAMS|NULL|NEW|NULL|NULL|NULL|NULL|NULL
091001|Publishing|09|COMMUNICATION, JOURNALISM AND RELATED PROGRAMS|NULL|NEW|NULL|NULL|NULL|NULL|Publishing.
099900|Comm, Journalism and related Programs, Other|09|COMMUNICATION, JOURNALISM AND RELATED PROGRAMS|NULL|099900|NULL|NULL|NULL|NULL|NULL
099999|Comm, Journalism and Related Programs, Other|09|COMMUNICATION, JOURNALISM AND RELATED PROGRAMS|NULL|099999|NULL|NULL|NULL|NULL|Communication, Journalism, and Related Programs, Other.
100100|Communications Technology/Technician|10|COMM TECHNOLOGIES/TECHNICIANS AND SUPPORT SERVICES|NULL|100100|NULL|NULL|NULL|NULL|NULL
100105|Communications Technology/Technician|10|COMM TECHNOLOGIES/TECHNICIANS AND SUPPORT SERVICES|NULL|NEW|NULL|NULL|NULL|NULL|Communications Technology/Technician.
100200|Audiovisual Communications Technologies/Technician|10|COMM TECHNOLOGIES/TECHNICIANS AND SUPPORT SERVICES|NULL|NEW|NULL|NULL|NULL|NULL|NULL
100201|Photo and Film/Video Tech/Technician and Asst|10|COMM TECHNOLOGIES/TECHNICIANS AND SUPPORT SERVICES|Y|100103|COMM/COMM TECH/TECHNS AND SUPPORT SERVICES|ARTS AND COMM. SERVICE|NULL|NULL|Photographic and Film/Video Technology/Technician and Assistant.
100202|Radio & Television Broad Tech/Technician|10|COMM TECHNOLOGIES/TECHNICIANS AND SUPPORT SERVICES|Y|100104|COMM/COMM TECH/TECHNS AND SUPPORT SERVICES|ARTS AND COMM. SERVICE|NULL|Y|Radio and Television Broadcasting Technology/Technician.
100203|Recording Arts Technology/Technician|10|COMM TECHNOLOGIES/TECHNICIANS AND SUPPORT SERVICES|NULL|NEW|NULL|NULL|NULL|NULL|Recording Arts Technology/Technician.
100299|Audiovisual Comm Technology/Technicians, Other|10|COMM TECHNOLOGIES/TECHNICIANS AND SUPPORT SERVICES|NULL|NEW|NULL|NULL|NULL|NULL|Audiovisual Communications Technologies/Technicians, Other.
100300|Graphic Communications|10|COMM TECHNOLOGIES/TECHNICIANS AND SUPPORT SERVICES|NULL|NEW|NULL|NULL|NULL|NULL|NULL
100301|Graphic Communications, General|10|COMM TECHNOLOGIES/TECHNICIANS AND SUPPORT SERVICES|NULL|NEW|NULL|NULL|NULL|NULL|Graphic Communications, General.
100302|Printing Management|10|COMM TECHNOLOGIES/TECHNICIANS AND SUPPORT SERVICES|NULL|NEW|NULL|NULL|NULL|NULL|Printing Management.
100303|Prepress/Desktop Pub and Digital Imaging Design|10|COMM TECHNOLOGIES/TECHNICIANS AND SUPPORT SERVICES|Y|480212|PRECISION PRODUCTION TRADES|ARTS AND COMM. SERVICE|NULL|NULL|Prepress/Desktop Publishing and Digital Imaging Design.
100304|Animation, Interact Tech, Video Graph and Sp Eff|10|COMM TECHNOLOGIES/TECHNICIANS AND SUPPORT SERVICES|Y|NEW|BUSINESS MANAGEMENT AND ADMINISTRATION SERVICES|ARTS AND COMM. SERVICE|NULL|NULL|Animation, Interactive Technology, Video Graphics and Special Effects.
100305|Graphic and Printing Equip Opr, Gen Production|10|COMM TECHNOLOGIES/TECHNICIANS AND SUPPORT SERVICES|Y|480201|COMM/COMM TECH/TECHNS AND SUPPORT SERVICES|ARTS AND COMM. SERVICE|NULL|NULL|Graphic and Printing Equipment Operator, General Production.
100306|Platemaker/Imager|10|COMM TECHNOLOGIES/TECHNICIANS AND SUPPORT SERVICES|Y|480206|PRECISION PRODUCTION TRADES|ARTS AND COMM. SERVICE|NULL|NULL|Platemaker/Imager.
100307|Printing Press Operator|10|COMM TECHNOLOGIES/TECHNICIANS AND SUPPORT SERVICES|NULL|480208|NULL|NULL|NULL|NULL|Printing Press Operator.
100308|Computer Typography and Composition Equip Opr|10|COMM TECHNOLOGIES/TECHNICIANS AND SUPPORT SERVICES|NULL|480211|NULL|NULL|NULL|NULL|Computer Typography and Composition Equipment Operator.
100399|Graphic Communications, Other|10|COMM TECHNOLOGIES/TECHNICIANS AND SUPPORT SERVICES|Y|480299|BUSINESS MANAGEMENT AND ADMINISTRATION SERVICES|ARTS AND COMM. SERVICE|NULL|Y|Graphic Communications, Other.
109900|Comm Technologies/Technicians and Supp Serv, Other|10|COMM TECHNOLOGIES/TECHNICIANS AND SUPPORT SERVICES|NULL|NEW|NULL|NULL|NULL|NULL|NULL
109999|Comm Technologies and Support Services, Other|10|COMM TECHNOLOGIES/TECHNICIANS AND SUPPORT SERVICES|Y|100199|COMM/COMM TECH/TECHNS AND SUPPORT SERVICES|ARTS AND COMM. SERVICE|NULL|NULL|Communications Technologies/Technicians and Support Services, Other.
110100|Computer and Information Sciences, General|11|COMPUTER AND INFO SCIENCES AND SUPPORT SERVICES|NULL|110100|NULL|NULL|NULL|NULL|NULL
110101|Computer & Information Sciences, General|11|COMPUTER AND INFO SCIENCES AND SUPPORT SERVICES|Y|110101|COMPUTER AND INFORMATION SCIENCES|INFORMATION TECHNOLOGY SERVICES|NULL|Y|Computer and Information Sciences, General.
110102|Information Technology|11|COMPUTER AND INFO SCIENCES AND SUPPORT SERVICES|NULL|NEW|NULL|NULL|NULL|NULL|Artificial Intelligence.
110103|Information Technology|11|COMPUTER AND INFO SCIENCES AND SUPPORT SERVICES|NULL|NEW|NULL|NULL|F|NULL|Information Technology.
110199|Computer Science, Other|11|COMPUTER AND INFO SCIENCES AND SUPPORT SERVICES|NULL|NEW|NULL|NULL|NULL|NULL|Computer and Information Sciences,  Other.
110200|Computer Programming|11|COMPUTER AND INFO SCIENCES AND SUPPORT SERVICES|NULL|110200|NULL|NULL|NULL|NULL|NULL
110201|Computer Programming/Programmer, General|11|COMPUTER AND INFO SCIENCES AND SUPPORT SERVICES|Y|110201|COMPUTER AND INFORMATION SCIENCES|INFORMATION TECHNOLOGY SERVICES|NULL|Y|Computer Programming/Programmer, General.
110202|Computer Programming, Specific Applications|11|COMPUTER AND INFO SCIENCES AND SUPPORT SERVICES|Y|521202|COMPUTER AND INFORMATION SCIENCES|INFORMATION TECHNOLOGY SERVICES|NULL|NULL|Computer Programming, Specific Applications.
110203|Computer Programming, Vendor/Product Certification|11|COMPUTER AND INFO SCIENCES AND SUPPORT SERVICES|NULL|NEW|NULL|NULL|NULL|NULL|Computer Programming, Vendor/Product Certification.
110299|Computer Programming, Other|11|COMPUTER AND INFO SCIENCES AND SUPPORT SERVICES|NULL|NEW|NULL|NULL|NULL|NULL|Computer Programming, Other.
110300|Data Processing|11|COMPUTER AND INFO SCIENCES AND SUPPORT SERVICES|NULL|110300|NULL|NULL|NULL|NULL|NULL
110301|Data Proc and Data Processing Tech/Technician|11|COMPUTER AND INFO SCIENCES AND SUPPORT SERVICES|Y|110301|COMPUTER AND INFORMATION SCIENCES|INFORMATION TECHNOLOGY SERVICES|NULL|NULL|Data Processing and Data Processing Technology/Technician.
110400|Information Science/Studies|11|COMPUTER AND INFO SCIENCES AND SUPPORT SERVICES|NULL|110400|NULL|NULL|NULL|NULL|NULL
110401|Information Science/Studies|11|COMPUTER AND INFO SCIENCES AND SUPPORT SERVICES|Y|110401|COMPUTER AND INFORMATION SCIENCES|INFORMATION TECHNOLOGY SERVICES|F|NULL|Information Science/Studies.
110500|Computer Systems Analysis|11|COMPUTER AND INFO SCIENCES AND SUPPORT SERVICES|NULL|110500|NULL|NULL|NULL|NULL|NULL
110501|Computer Systems Analysis/Analyst|11|COMPUTER AND INFO SCIENCES AND SUPPORT SERVICES|Y|521203|COMPUTER AND INFORMATION SCIENCES|INFORMATION TECHNOLOGY SERVICES|NULL|NULL|Computer Systems Analysis/Analyst.
110600|Data Entry/Microcomputer Applications|11|COMPUTER AND INFO SCIENCES AND SUPPORT SERVICES|NULL|NEW|NULL|NULL|NULL|NULL|NULL
110601|Data Entry/Microcomputer Applications, General|11|COMPUTER AND INFO SCIENCES AND SUPPORT SERVICES|Y|NEW|COMPUTER AND INFORMATION SCIENCES|INFORMATION TECHNOLOGY SERVICES|NULL|NULL|Data Entry/Microcomputer Applications, General.
110602|Word Processing|11|COMPUTER AND INFO SCIENCES AND SUPPORT SERVICES|NULL|NEW|NULL|NULL|NULL|NULL|Word Processing.
110699|Data Entry/Microcomputer Applications, Other|11|COMPUTER AND INFO SCIENCES AND SUPPORT SERVICES|NULL|NEW|NULL|NULL|NULL|NULL|Data Entry/Microcomputer Applications, Other.
110700|Computer Science|11|COMPUTER AND INFO SCIENCES AND SUPPORT SERVICES|NULL|110700|NULL|NULL|NULL|NULL|NULL
110701|Computer Science|11|COMPUTER AND INFO SCIENCES AND SUPPORT SERVICES|Y|110701|COMPUTER AND INFORMATION SCIENCES|INFORMATION TECHNOLOGY SERVICES|F|NULL|Computer Science.
110800|Computer Software and Media Applications|11|COMPUTER AND INFO SCIENCES AND SUPPORT SERVICES|NULL|NEW|NULL|NULL|NULL|NULL|NULL
110801|Web Page, Digital/Multimedia and Info Res Design|11|COMPUTER AND INFO SCIENCES AND SUPPORT SERVICES|Y|NEW|COMPUTER AND INFORMATION SCIENCES|INFORMATION TECHNOLOGY SERVICES|NULL|Y|Web Page, Digital/Multimedia and Information Resources Design.
110802|Data Modeling/Warehouseing and Database Admin|11|COMPUTER AND INFO SCIENCES AND SUPPORT SERVICES|NULL|NEW|NULL|NULL|NULL|NULL|Data Modeling/Warehousing and Database Administration.
110803|Computer Graphics|11|COMPUTER AND INFO SCIENCES AND SUPPORT SERVICES|NULL|NEW|NULL|NULL|NULL|NULL|Computer Graphics.
110899|Computer Software and Medial Applications, Other|11|COMPUTER AND INFO SCIENCES AND SUPPORT SERVICES|NULL|NEW|NULL|NULL|NULL|NULL|Computer Software and Media Applications, Other.
110900|Computer Systems Networking and Telecommunicatons|11|COMPUTER AND INFO SCIENCES AND SUPPORT SERVICES|NULL|NEW|NULL|NULL|NULL|NULL|NULL
110901|Computer Systems Networking and Telecommunications|11|COMPUTER AND INFO SCIENCES AND SUPPORT SERVICES|Y|521204|COMPUTER AND INFORMATION SCIENCES|INFORMATION TECHNOLOGY SERVICES|F|Y|Computer Systems Networking and Telecommunications.
111000|Computer/Info Technology Admin and Management|11|COMPUTER AND INFO SCIENCES AND SUPPORT SERVICES|NULL|NEW|NULL|NULL|NULL|NULL|NULL
111001|Systems Administration/Administrator|11|COMPUTER AND INFO SCIENCES AND SUPPORT SERVICES|Y|NEW|COMPUTER AND INFORMATION SCIENCES|INFORMATION TECHNOLOGY SERVICES|NULL|NULL|Network and System Administration/Administrator.
111002|System, Networking, and LAN/WAN Management/Manager|11|COMPUTER AND INFO SCIENCES AND SUPPORT SERVICES|Y|NEW|COMPUTER AND INFORMATION SCIENCES|INFORMATION TECHNOLOGY SERVICES|NULL|NULL|System, Networking, and LAN/WAN Management/Manager.
111003|Computer and Information Systems Security|11|COMPUTER AND INFO SCIENCES AND SUPPORT SERVICES|NULL|NEW|NULL|NULL|NULL|NULL|Computer and Information Systems Security/Information Assurance.
111004|Web/Multimedia Management and Webmaster|11|COMPUTER AND INFO SCIENCES AND SUPPORT SERVICES|Y|NEW|COMPUTER AND INFORMATION SCIENCES|INFORMATION TECHNOLOGY SERVICES|NULL|NULL|Web/Multimedia Management and Webmaster.
111099|Computer/Info Tech Services Admin and Mgmt, Other|11|COMPUTER AND INFO SCIENCES AND SUPPORT SERVICES|NULL|521205|NULL|NULL|NULL|NULL|Computer/Information Technology Services Administration and Management, Other.
119900|Computer and Info Sciences and Supp Serv, Other|11|COMPUTER AND INFO SCIENCES AND SUPPORT SERVICES|NULL|119900|NULL|NULL|NULL|NULL|NULL
119999|Computer and Info Sciences and Supp Serv, Other|11|COMPUTER AND INFO SCIENCES AND SUPPORT SERVICES|Y|119999|COMPUTER AND INFORMATION SCIENCES|INFORMATION TECHNOLOGY SERVICES|F|NULL|Computer and Information Sciences and Support Services, Other.
120300|Funeral Service and Mortuary Science|12|PERSONAL AND CULINARY SERVICES|NULL|120300|NULL|NULL|NULL|NULL|NULL
120301|Funeral Service and Mortuary Science, General|12|PERSONAL AND CULINARY SERVICES|NULL|120301|NULL|NULL|NULL|NULL|Funeral Service and Mortuary Science, General.
120302|Funeral Direction/Service|12|PERSONAL AND CULINARY SERVICES|NULL|NEW|NULL|NULL|NULL|NULL|Funeral Direction/Service.
120303|Mortuary Science and Embalming/Embalmer|12|PERSONAL AND CULINARY SERVICES|NULL|NEW|NULL|NULL|NULL|NULL|Mortuary Science and Embalming/Embalmer.
120399|Funeral Service and Mortuary Science, Other|12|PERSONAL AND CULINARY SERVICES|NULL|NEW|NULL|NULL|NULL|NULL|Funeral Service and Mortuary Science, Other.
120400|Cosmetology and Related Personal Grooming Services|12|PERSONAL AND CULINARY SERVICES|NULL|120400|NULL|NULL|NULL|NULL|NULL
120401|Cosmetology/Cosmetologist, General|12|PERSONAL AND CULINARY SERVICES|Y|120403|PERSONAL AND MICELLANEOUS SERVICES|WHOLESALE/RETAIL SALES AND SERVICE|M|Y|Cosmetology/Cosmetologist, General.
120402|Barbering/Barber|12|PERSONAL AND CULINARY SERVICES|Y|120402|PERSONAL AND MICELLANEOUS SERVICES|WHOLESALE/RETAIL SALES AND SERVICE|M|Y|Barbering/Barber.
120404|Electrolysis/Electrology and Electrolysis Tech|12|PERSONAL AND CULINARY SERVICES|NULL|120404|NULL|NULL|NULL|NULL|Electrolysis/Electrology and Electrolysis Technician.
120406|Make-Up Artist/Specialist|12|PERSONAL AND CULINARY SERVICES|NULL|120406|NULL|NULL|NULL|NULL|Make-Up Artist/Specialist.
120407|HairStyling/Stylist and Hair Design|12|PERSONAL AND CULINARY SERVICES|NULL|NEW|NULL|NULL|NULL|NULL|Hair Styling/Stylist and Hair Design.
120408|Facial Treatment Specialist/Facialist|12|PERSONAL AND CULINARY SERVICES|NULL|NEW|NULL|NULL|NULL|NULL|Facial Treatment Specialist/Facialist.
120409|Aesthetician/Esthetician and Skin Care Specialist|12|PERSONAL AND CULINARY SERVICES|NULL|NEW|NULL|NULL|NULL|Y|Aesthetician/Esthetician and Skin Care Specialist.
120410|Nail Technician/Specialist and Manicurist|12|PERSONAL AND CULINARY SERVICES|Y|NEW|PERSONAL AND MICELLANEOUS SERVICES|WHOLESALE/RETAIL SALES AND SERVICE|NULL|Y|Nail Technician/Specialist and Manicurist.
120411|Permanent Cosmetics/Makeup and Tattooing|12|PERSONAL AND CULINARY SERVICES|NULL|NEW|NULL|NULL|NULL|NULL|Permanent Cosmetics/Makeup and Tattooing.
120412|Salon/Beauty Salon Management/Manager|12|PERSONAL AND CULINARY SERVICES|NULL|NEW|NULL|NULL|NULL|NULL|Salon/Beauty Salon Management/Manager.
120413|Cosmetology, Barber/Styling, and Nail Instructor|12|PERSONAL AND CULINARY SERVICES|NULL|NEW|NULL|NULL|NULL|Y|Cosmetology, Barber/Styling, and Nail Instructor.
120499|Cosmetology and Related Pers Grooming Arts, Other|12|PERSONAL AND CULINARY SERVICES|NULL|120499|NULL|NULL|NULL|NULL|Cosmetology and Related Personal Grooming Arts, Other.
120500|Cooking and Related Culinary Arts, General|12|PERSONAL AND CULINARY SERVICES|NULL|120500|NULL|NULL|NULL|NULL|Cooking and Related Culinary Arts, General.
120501|Baking and pastry Arts/Baker/Pastry Chef|12|PERSONAL AND CULINARY SERVICES|NULL|120501|NULL|NULL|NULL|NULL|Baking and Pastry Arts/Baker/Pastry Chef.
120502|Bartending/Bartender|12|PERSONAL AND CULINARY SERVICES|NULL|120502|NULL|NULL|NULL|NULL|Bartending/Bartender.
120503|Culinary Arts/Chef Training|12|PERSONAL AND CULINARY SERVICES|Y|120503|PERSONAL AND MISCELLANEOUS SERVICES|HOSPITALITY AND TOURISM|NULL|NULL|Culinary Arts/Chef Training.
120504|Restaurant, Culinary, and Catering Mgmt/Manager|12|PERSONAL AND CULINARY SERVICES|Y|200405|NULL|NULL|NULL|Y|Restaurant, Culinary, and Catering Management/Manager.
120505|Food Prep/Professional Cooking/Kitchen Assistant|12|PERSONAL AND CULINARY SERVICES|Y|120505|NULL|NULL|NULL|Y|Food Preparation/Professional Cooking/Kitchen Assistant.
120506|Meat Cutting/Meat Cutter|12|PERSONAL AND CULINARY SERVICES|NULL|120506|NULL|NULL|NULL|Y|Meat Cutting/Meat Cutter.
120507|Food Serv, Waiter/Waitress, Dining Rm Mgmt/Mngr|12|PERSONAL AND CULINARY SERVICES|NULL|120507|NULL|NULL|NULL|NULL|Food Service, Waiter/Waitress, and Dining Room Management/Manager.
120508|Institutional Food Workers|12|PERSONAL AND CULINARY SERVICES|NULL|200401|NULL|NULL|NULL|NULL|Institutional Food Workers.
120599|Culinary Arts & Related Services, Other|12|PERSONAL AND CULINARY SERVICES|Y|120599|PERSONAL AND MISCELLANEOUS SERVICES|HOSPITALITY AND TOURISM|NULL|NULL|Culinary Arts and Related Services, Other.
129900|Personal and Culinary Services, Other|12|PERSONAL AND CULINARY SERVICES|NULL|129900|NULL|NULL|NULL|NULL|NULL
129999|Personal and Culinary Services, Other|12|PERSONAL AND CULINARY SERVICES|NULL|120203|NULL|NULL|NULL|NULL|Personal and Culinary Services, Other.
130100|Education, General|13|EDUCATION|NULL|130100|NULL|NULL|NULL|NULL|NULL
130101|Education, General|13|EDUCATION|NULL|130101|NULL|NULL|NULL|NULL|Education, General.
130200|BILINGUAL, MULTILINGUAL, AND MULTICULTURAL ED|13|EDUCATION|NULL|130200|NULL|NULL|NULL|NULL|NULL
130201|Bilingual/Bicultural Education|13|EDUCATION|NULL|130201|NULL|NULL|NULL|NULL|Bilingual and Multilingual Education.
130202|Multicultural Education|13|EDUCATION|NULL|NEW|NULL|NULL|NULL|NULL|Multicultural Education.
130203|Indian/Native American Education|13|EDUCATION|NULL|NEW|NULL|NULL|NULL|NULL|Indian/Native American Education.
130299|Bilingual, Multilingual, Multicultural Ed, Oth|13|EDUCATION|NULL|NEW|NULL|NULL|NULL|NULL|Bilingual, Multilingual, and Multicultural Education, Other.
130300|Curriculum and Instruction|13|EDUCATION|NULL|130300|NULL|NULL|NULL|NULL|NULL
130301|Curriculum & Instruction|13|EDUCATION|NULL|130301|NULL|NULL|NULL|NULL|Curriculum and Instruction.
130400|Educational Administration and Supervision|13|EDUCATION|NULL|130400|NULL|NULL|NULL|NULL|NULL
130401|Education Admin & Supervision, General|13|EDUCATION|NULL|130401|NULL|NULL|NULL|NULL|Educational Leadership and Administration, General.
130402|Administration of Special Education|13|EDUCATION|NULL|130402|NULL|NULL|NULL|NULL|Administration of Special Education.
130403|Adult & Continuing Education Administration|13|EDUCATION|NULL|130403|NULL|NULL|NULL|NULL|Adult and Continuing Education Administration.
130404|Educational Supervision|13|EDUCATION|NULL|130404|NULL|NULL|NULL|NULL|Educational, Instructional, and Curriculum Supervision.
130406|HIGHER EDUCATION/HIGHER EDUCATION ADMINISTRATION|13|EDUCATION|NULL|130406|NULL|NULL|NULL|NULL|Higher Education/Higher Education Administration.
130407|COMMUNITY COLLEGE EDUCATION|13|EDUCATION|NULL|130407|NULL|NULL|NULL|NULL|Community College Education.
130408|Elem and Middle School Admin/Principalship|13|EDUCATION|NULL|130405|NULL|NULL|NULL|NULL|Elementary and Middle School Administration/Principalship.
130409|Secondary School Administration/Principalship|13|EDUCATION|NULL|130405|NULL|NULL|NULL|NULL|Secondary School Administration/Principalship.
130410|Urban Education and Leadership|13|EDUCATION|NULL|NEW|NULL|NULL|NULL|NULL|Urban Education and Leadership.
130411|Superintendency and Educational Sys Admin|13|EDUCATION|NULL|NEW|NULL|NULL|NULL|NULL|Superintendency and Educational System Administration.
130499|Education Admin & Supervision, Other|13|EDUCATION|NULL|130499|NULL|NULL|NULL|NULL|Educational Administration and Supervision, Other.
130500|Educational/Instructional Media Design|13|EDUCATION|NULL|130500|NULL|NULL|NULL|NULL|NULL
130501|Educational/Instructional Media Design|13|EDUCATION|NULL|100101|NULL|NULL|NULL|NULL|Educational/Instructional Technology.
130600|Educational Assessment, Evaluation, and Research|13|EDUCATION|NULL|130600|NULL|NULL|NULL|NULL|NULL
130601|Educational Evaluation & Research|13|EDUCATION|NULL|130601|NULL|NULL|NULL|NULL|Educational Evaluation and Research.
130603|Educational Statistics & Research Methods|13|EDUCATION|NULL|130603|NULL|NULL|NULL|NULL|Educational Statistics and Research Methods.
130604|Edu Assessment, Testing & Measurement|13|EDUCATION|NULL|130604|NULL|NULL|NULL|NULL|Educational Assessment, Testing, and Measurement.
130699|ED ASSESSMENT, EVALUATION, AND RESEARCH, OTH|13|EDUCATION|NULL|130699|NULL|NULL|NULL|NULL|Educational Assessment, Evaluation, and Research, Other.
